studyName,"Sample Number",Species,Region,Island,Stage,"Individual ID","Clutch Completion","Date Egg","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)",Sex,"Delta 15 N (o/oo)","Delta 13 C (o/oo)",Comments
PAL0910,133,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N76A1,Yes,2009-11-10,36.8,18.5,193,3500,FEMALE,8.98705,-25.57647,
PAL0910,134,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N76A2,Yes,2009-11-10,37.5,18.5,199,4475,MALE,8.56708,-26.49288,
PAL0910,135,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N77A1,Yes,2009-11-13,38.1,17.6,187,3425,FEMALE,8.71700,-25.77951,
PAL0910,136,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N77A2,Yes,2009-11-13,41.1,17.5,190,3900,MALE,8.94365,-26.06943,
PAL0910,137,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N78A1,Yes,2009-11-16,35.6,17.5,191,3175,FEMALE,8.75984,-25.97696,
PAL0910,138,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N78A2,Yes,2009-11-16,40.2,20.1,200,3975,MALE,8.95998,-26.32601,
PAL0910,139,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N79A1,No,2009-11-16,37.0,16.5,185,3400,FEMALE,8.61651,-26.07021,"Nest never observed with full clutch."
PAL0910,140,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N79A2,No,2009-11-16,39.7,17.9,193,4250,MALE,9.25769,-25.88798,"Nest never observed with full clutch."
PAL0910,141,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N80A1,Yes,2009-11-14,40.2,17.1,193,3400,FEMALE,9.28810,-25.54976,
PAL0910,142,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N80A2,Yes,2009-11-14,40.6,17.2,187,3475,MALE,9.23408,-26.01549,
PAL0910,143,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N81A1,Yes,2009-11-16,32.1,15.5,188,3050,FEMALE,8.79787,-26.61075,
PAL0910,144,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N81A2,Yes,2009-11-16,40.7,17.0,190,3725,MALE,9.05674,-25.79529,
PAL0910,145,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N82A1,Yes,2009-11-16,37.3,16.8,192,3000,FEMALE,9.06829,-25.85203,
PAL0910,146,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N82A2,Yes,2009-11-16,39.0,18.7,185,3650,MALE,9.22033,-26.03442,
PAL0910,147,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N83A1,Yes,2009-11-13,39.2,18.6,190,4250,MALE,9.11006,-25.79549,
PAL0910,148,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N83A2,Yes,2009-11-13,36.6,18.4,184,3475,FEMALE,8.68744,-25.83060,
PAL0910,149,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N84A1,Yes,2009-11-17,36.0,17.8,195,3450,FEMALE,8.94332,-25.79189,
PAL0910,150,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N84A2,Yes,2009-11-17,37.8,18.1,193,3750,MALE,8.97533,-26.03495,
PAL0910,151,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N85A1,Yes,2009-11-17,36.0,17.1,187,3700,FEMALE,8.93465,-26.07081,
PAL0910,152,"Adelie Penguin (Pygoscelis adeliae)",Anvers,Dream,"Adult, 1 Egg Stage",N85A2,Yes,2009-11-17,41.5,18.5,201,4000,MALE,8.89640,-26.06967,
